course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,The sum of two numbers is 45 and the mean proportional between them is 18. The numbers are,"(15, 30)","(32, 13)","(36, 9)","(25, 20)",3,2,Equations,Quatitative Aptitude,
CA CPT QT,The sides of an equilateral triangle are shortened by 12 units 13 units and 14 units respectively and a right angle triangle is formed. The side of the equilateral triangle is,17 units,16 units,15 units,18 units,1,2,Equations,Quatitative Aptitude,
CA CPT QT,A distributor of apple juice has 5000 bottle in the store that it wishes to distribute in a month. From experience it is known that demand D (in number of bottles) is given by D = 2000p<sup><small>2</small></sup> + 2000p + 17000. The price per bottle that will result zero inventory is,Rs. 3,Rs. 5,Rs. 2,none of these,1,2,Equations,Quatitative Aptitude,
CA CPT QT,The sum of two irrational numbers multiplied by the larger one is 70 and their difference is multiplied by the smaller one is 12; the two numbers are,<img>Equ H-1_image033.png</img>,<img>Equ H-1_image035.png</img>,<img>Equ H-1_image037.png</img>,none of these,3,2,Equations,Quatitative Aptitude,
CA CPT QT,The solution of the cubic equation x<SUP><SMALL>3</SMALL></SUP>-6x<SUP><SMALL>2</SMALL></SUP>-11x-6 = 0 is given by the triplet :,"(-1, 1 -2)","(1, 2, 3)","(-2, 2, 3)","(0, 4, -5)",3,2,Equations,Quatitative Aptitude,
CA CPT QT,The cubic equation x<sup><small>3 </small></sup>+ 2x<sup><small>3 </small></sup> x  2 = 0 has roots namely,"(1, -1, 2)","(-1, 1, -2)","(-1, 2, -2)","(1, 2, 2)",2,2,Equations,Quatitative Aptitude,
CA CPT QT,"x, x  4, x + 5 are the factors of the left-hand side of the equation",x<sup><small>3 </small></sup>+ 2x<sup><small>2 </small></sup> x  2 = 0,x<sup><small>3 </small></sup>+ x<sup><small>2 </small></sup> 20x = 0,x<sup><small>3 </small></sup> 3x<sup><small>2 </small></sup> 4x + 12 = 0,x<sup><small>3 </small></sup> 6x<sup><small>2 </small></sup>+ 11x  6 = 0,2,2,Equations,Quatitative Aptitude,
CA CPT QT,The equation 3x<SUP><SMALL>3 </SMALL></SUP>+ 5x<SUP><SMALL>2 </SMALL></SUP>= 3x + 5 has got 3 roots and hence the factors of the left-hand side of the equation 3x<SUP><SMALL>3 </SMALL></SUP>+ 5x<SUP><SMALL>2 </SMALL></SUP> 3x  5 = 0 are,"x  1, x  2, x  5/3","x  1, x + 1, 3x + 5","x + 1, x + 1, x  1, 3x  5","x  1, x + 1, x - 2",2,2,Equations,Quatitative Aptitude,
CA CPT QT,The roots of the equation x<SUP><SMALL>3 </SMALL></SUP>+ 7x<SUP><SMALL>2</SMALL></SUP>  21x  27 = 0 are,"(-3, -9, -1)","(3, -9, -1)","(3, 9, 1)","(-3, 9, 1)",2,2,Equations,Quatitative Aptitude,
CA CPT QT,The roots of x<SUP><SMALL>3 </SMALL></SUP>+ x<SUP><SMALL>2 </SMALL></SUP> x  1 = 0 are,"(-1, -1, 1)","(1, 1, -1)","(-1, -1, -1)","(1, 1, 1)",1,2,Equations,Quatitative Aptitude,
CA CPT QT,The satisfying value of x<SUP><SMALL>3 </SMALL></SUP>+ x<SUP><SMALL>2 </SMALL></SUP> 20x = 0 are,"(1, 4, -5)","(2, 4, -5)","(0, -4, 5)","(0, 4, -5)",4,2,Equations,Quatitative Aptitude,
CA CPT QT,The roots of the cubic equation x<sup><small>3 </small></sup>+ 7x<sup><small>2 </small></sup> 21x  27 = 0 are,"(-3, -9, -1)","(3, -9, -1)","(3, 9, 1)","(-3, 9, 1)",2,2,Equations,Quatitative Aptitude,
CA CPT QT,If 4x<SUP><SMALL>3 </SMALL></SUP>+ 8x<SUP><SMALL>2 </SMALL></SUP>x-2=0 then value of (2x+3) is given by,"4, -1, 2","-4, 2, 1","2, -4, 1",none of these,1,2,Equations,Quatitative Aptitude,
CA CPT QT,The rational root of the equation 2x<SUP><SMALL>3 </SMALL></SUP> x<SUP><SMALL>2 </SMALL></SUP> 4x + 2 = 0 is,1/2/2016,-0.5,2,-2,3,2,Equations,Quatitative Aptitude,
CA CPT QT,"The equation of line joining the point (3, 5) to the point of intersection of the lines 4x + y  1 = 0 and 7x  3y  35 = 0 is",2x  y = 1,3x + 2y = 19,12x  y  31 = 0,none of these,3,2,Equations,Quatitative Aptitude,
CA CPT QT,"The equation of the straight line passing through the points (-5, 2) and (6, -4) is",11x+6y+8=0,x+y+4=0,x+y-7 = 0,none of these,3,2,Equations,Quatitative Aptitude,
CA CPT QT,"The equation of the line through (-1, 3) and parallel to the line joining (6, 3) and (2, -3) is",3x-2y+9 = 0,3x+2y-7 = 0,x+y-7 = 0,none of these,1,2,Equations,Quatitative Aptitude,
CA CPT QT,"The equation of a straight line passing through the point (-2, 3) and making intercepts of equal length on the ones is",2x+y+1 = 0,x-y+5,x-y+5 = 0,x+y-1=0,4,2,Equations,Quatitative Aptitude,
CA CPT QT,"If the lines 3x  4y  13 = 0, 8x  11y  33 = 0 and 2x  3y + <SPAN style=""FONT-FAMILY: Symbol; FONT-SIZE: 11pt"">l</SPAN> = 0 are concurrent then value of&nbsp;λ is",11,5,-7,none of these,3,2,Equations,Quatitative Aptitude,
CA CPT QT,The total cost curve of the number of copies of a particular photograph is linear. The total cost of 5 and 8 copies of a photograph are Rs. 80 and Rs. 116 respectively. The total cost for 10 copies of the photograph will be,Rs. 100,Rs. 120,Rs. 120,Rs. 140,4,2,Equations,Quatitative Aptitude,
CA CPT QT,A firm produces 50 units of a product for Rs. 320 and 80 units for Rs. 380. Considering the cost curve to be a straight-line the cost of producing 110 units to be estimated as,400,420,440,none of these,3,2,Equations,Quatitative Aptitude,
CA CPT QT,The total cost curve of the number of copies photograph is linear. The total cost of 5 and 10 copies of a photographs are Rs. 80 and 120 respectively. Then the total cost for 10 copies of the photographs is,Rs. 140,160,150,Rs. 120,2,2,Equations,Quatitative Aptitude,
CA CPT QT,A right angled triangle is formed by the straight line 4x+3y=12 with the axes. Then length of perpendicular from the origin to the hypotenuse is,3.5 units,2.4 units,4.2 units,none of these,2,2,Equations,Quatitative Aptitude,
CA CPT QT,The distance from the origin to the point of intersection of two straight lines having equations 3x-2y=6 and 3x+2y=18 is,3 units,5 units,4 units,2 units,2,2,Equations,Quatitative Aptitude,
CA CPT QT,The point of intersection between the straight lines 3x + 2y = 6 and 3x  y = 12 lie in,1st quadrant,2nd quadrant,3rd quadrant,4th quadrant,4,2,Equations,Quatitative Aptitude,
CA CPT QT,"The sum of all natural numbers between 100 and 1,000 which are multiple of 5 is:","98,450","96,450","97,450","95,450",1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find n such that <img>6 Sequence and Series Arithmetic-1_image010.png</img> may be the geometric mean between a and b:,½,1, ½,0,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,The first and the last terms of A.P.are  4 and 146.The sum of the terms is 7171.The numbers of terms is:,101,100,99,None,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If the first term of a G.P exceeds the second term by 2 and the sum to infinity is 50,the series is:","10,8,32/5,____","10,8,5/2,____..","10,10/3 ,10/9 ,__...",None,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,The sum of square of first n natural numbers is:,<img>6 Sequence and Series Arithmetic-1_image058.png</img>,<img>6 Sequence and Series Arithmetic-1_image060.png</img>,<img>6 Sequence and Series Arithmetic-1_image062.png</img>,<img>6 Sequence and Series Arithmetic-1_image064.png</img>,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Divide 30 into five parts in A.P.,such that the first and last parts are in the ratio 2:3:",<img>6 Sequence and Series Arithmetic-1_image068.png</img>,<img>6 Sequence and Series Arithmetic-1_image070.png</img>,<img>6 Sequence and Series Arithmetic-1_image072.png</img>,<img>6 Sequence and Series Arithmetic-1_image074.png</img>,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If a<sup><small><sup><small>1/x</small></sup></small></sup> = b<sup><small><sup><small>1/y</small></sup></small></sup> = c<sup><small><sup><small>1/z</small></sup></small></sup> and a,b,c are G.P; then x,y,z are in:",A.P.,G.P.,Both (a) & (b),None,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find the sum to n terms of the series? 7 + 77 + 777 + __.to n terms:,7/9 (10<SUP><SMALL>n+1</SMALL></SUP>  10)  7n/9,7/9 (10<SUP><SMALL>n+1</SMALL></SUP>  10) + 7n/9,7/81 (10<SUP><SMALL>n+1</SMALL></SUP>  10)  7n/9,7/81 (10<SUP><SMALL>n+1</SMALL></SUP>  10) + 7n/9,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Find the sum of all natural numbers between 250 and 1,000 which are exactly divisible by 3:","1,56,375","1,56,357","1,65,375","1,65,357",1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If the pth term of a G.P.is x and the qth term is y,then find the nth term:","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image008_0000.png"">","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image010_0001.png"">",1,"<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image012_0000.png"">",4,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"A person pays Rs.975 in monthly installments,each installment is less than former by Rs.5.The amount of first installment is Rs.100.In what time will the entire amount be paid?",26 months,15 months,Both (a) & (b),18 months,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If the sum of n terms of an A.P.is (3n<SUP><SMALL>2</SMALL></SUP>  n) and its common difference is 6,then its first term is:",3,2,4,1,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find the sum of the series: 2 + 7 + 12 + ____.297.,8970,8870,7630,9875,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,A certain ball when dropped to the ground rebounded to 4/5<SUP><SMALL>th</SMALL></SUP> of the height from which it falls; it is dropped from a height of 100 meters find the total distance it travels before finally coming to rest:,600m,700m,900m,200m,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"In a G.P.if the (p + q)th term is m and (p  q)th term is n,then the pth term is:",mn,<img>6 Sequence and Series Arithmetic-1_image058_0000.png</img>,m<sup><small>2</small></sup>,n<sup><small>2</small></sup>,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,The sum of the series: 0.5 + 0.55 + 0.555 + __.to n term is:,5n/9 + 5/9 [1  (0.1)<SUP><SMALL>n</SMALL></SUP>],5n/9 - 5/81 [1  0.1)<SUP><SMALL>n</SMALL></SUP>],5n/9 + 5/81 [1  (0.1)<SUP><SMALL>n</SMALL></SUP>],5n/9 + 5/81 [1 + (0.1)<SUP><SMALL>n</SMALL></SUP>],2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"A contractor who fails to complete a building in a certain specified time is compelled to forfeit Rs.200 for the first day of extra time required and thereafter forfeited amount is increased by Rs.25 for every day.If he losses Rs.9,450,for how many days did he over-run the contract time?",19 days,21 days,23 days,25 days,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"The first,second and seventh term of A.P.are in G.P.and the common difference is 2,the 2<sup><small>nd</small></sup> term of A.P.is:",5/2/2016,2,3/2/2016,½,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"A man employed in a company is promised a salary of Rs.3,000 every month for the first year and an increment of Rs.1,000 in his monthly salary every succeeding year.How much does the man earn from the company in 20 years?","Rs.30,00,000","Rs.27,50,000","Rs.19,10,000","Rs.7,90,000",1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If a,b,c are in A.P.and x,y,z are in G.P,then the value of x<SUP><SMALL>(b-c)</SMALL></SUP>.y<SUP><SMALL>(c-a)</SMALL></SUP>.z<SUP><SMALL>(a-b)</SMALL></SUP> is:",1,0,b(c  a),None,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Insert 4 A.M.'s between 3 and 18:,"12,15,9,6","6,9,12,15","9,6,12,15","15,12,9,6",2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If x = <IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\6 Sequence and Series Arithmetic-1_image030_0001.png""> <IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\6 Sequence and Series Arithmetic-1_image032_0001.png""> From xy.",2,1,8/9/2016,½,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"On 1<sup><small>st</small></sup> January every year a person buys National Saving Certificates of value exceeding that of his last year's purchase by Rs.100.After 10 years,he finds that the total value of the certificates purchased by him is Rs.54,500.Find the value of certificates purchased by him in the first year:","Rs.6,000","Rs.4,000","Rs.5,000","Rs.5,500",3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Find three numbers in G.P.such that their sum is 21,and the sum of their squares is 189:","5,7,9","3,7,11","3,6,12","4,8,9",3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find the ninth term of the series: <img>6 Sequence and Series Arithmetic-1_image069.png</img>,<img>6 Sequence and Series Arithmetic-1_image071.png</img>,<img>6 Sequence and Series Arithmetic-1_image073.png</img>,<img>6 Sequence and Series Arithmetic-1_image075.png</img>,<img>6 Sequence and Series Arithmetic-1_image077.png</img>,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"The sum of how many terms of the sequence 256,128,64,__ is 511.",8,9,7,None of these,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"(x + 1),3x,(4x + 2) are in A.P.Find the value of x",2,3,4,5,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find two numbers whose A.M.is 10 and G.M.is 8.,"[10,10]","[16,4]",[18.2],"[14,6]",2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image018_0002.png""> defines:","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image020_0002.png"">","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_clip_image002.png"">","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image024_0002.png"">",None of these,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If an A.P.,Tn represents nth term.If t<SUB><SMALL>7</SMALL></SUB> : t<SUB><SMALL>10</SMALL></SUB> = 5:7 then t<SMALL><SUB>s</SUB>:</SMALL> t<SUB><SMALL>11</SMALL></SUB> = ---------",13 :&nbsp;16,17 :&nbsp;23,14 :&nbsp;17,15 :&nbsp;19,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"The sum of an A P,whose first term is  4 and last term is 146 is 7171.Find the value of n.",99,100,101,102,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Find the sum to infinity of the following series: 1  1 + 1  1 + 1  1 + ___..?,1,∞,½,Does not exist,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If a<SUB><SMALL>1</SMALL></SUB>,a<SUB><SMALL>2</SMALL></SUB>,a<SUB><SMALL>3</SMALL></SUB> represents first,second and third terms of an AP respectively,the first term is 2 and (a<SUB><SMALL>1</SMALL></SUB> + a<SUB><SMALL>2</SMALL></SUB>)a<SUB><SMALL>3</SMALL></SUB> is minimum,then the common difference is equal to",5/2/2016, 5/2,2/5/2016,2/5/2016,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Divide 144 into three parts which are in AP and such that the largest is twice the smallest,the smallest of three numbers will be:",48,36,13,32,4,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Sum of series <img>6 Sequence and Series Arithmetic-1_image018_0003.png</img>is,15/36,35/36,35/16,15/16,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"If G be Geometric Mean between two numbers a and b,then the value of <img>6 Sequence and Series Arithmetic-1_image043.png</img> is equal to",G<sup><small>2</small></sup>,3 G<sup><small>2</small></sup>,1/G<sup><small>2</small></sup>,2/G<sup><small>2</small></sup>,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,If Sum (Sn) of 'n'- terms of an Arithmetic Progression is (2n<SUP><SMALL>2</SMALL></SUP> + n).What is the difference of its 10<SUP><SMALL>th</SMALL></SUP> and 1<SUP><SMALL>st</SMALL></SUP> term?,207,36,90,63,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Find the product of: (243),(243)<SUP><SMALL>1/6</SMALL></SUP>,(243)<SUP><SMALL>1/36</SMALL></SUP> ,___∞","1,024",27,729,246,3,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,Insert two Arithmetic means between 68 and 260,"1,32,196","1,30,194","70,258",None of the above,1,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
CA CPT QT,"Geometric Mean of P,P<SUP><SMALL>2</SMALL></SUP>,P<SUP><SMALL>3</SMALL></SUP> __..,P<SUP><SMALL>n</SMALL></SUP> will be:",P<SUP><SMALL>n+1</SMALL></SUP>,"<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image065.png"">","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\6 Sequence and Series Arithmetic-1_image065.png"">",None of the above,2,2,Sequence and Series - Arithmetic and Geometric Progressions,Quatitative Aptitude,
