course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,"In case of an unconditional contract for sale of specific goods in a deliverable state, the property passes to the Buyer -",upon delivery of goods,upon payment of price,at such time as the parties intend it to be transferred,at the time when contract is made,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,For passing of property in goods the goods should be in a -,deliverable state,non-deliverable state,consumable state,ready state,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Where there is an unconditional contract for the sale of specific goods in a deliverable state, the property in goods passes to the Buyer, when the -",parties intend,goods are delivered,price is paid,contract is made,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"..................under the Sale of Goods Act, means goods identified in accordance with the agreement after the contract of sale is made",Ascertained Goods,Unascertained Goods,Illegal Goods,Contingent Goods,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a contract for sale of specific goods in a deliverable state, the property passes to the Buyer at the time when contract is made. Such contract should be -",Conditional,Unconditional,Contingent,Specific,2,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"As per Sec.20, in an unconditional contract for sale of ........., the property passes to the Buyer at the time when contract is made.",Specific goods in a deliverable state,Specific goods to be put in a deliverable state,Specific goods in a non-deliverable state,Unascertained goods,1,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Section....of the Sale of Goods Act, provides for the rule governing the passing of property in goods in cases of sale of specific goods to be put in a deliverable state.",18,19,20,21,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a contract of sale of specific goods to be put in deliverable state, the property in goods passes to the Buyer when -",the goods put in a deliverable state,the buyer has notice the goods are put in a deliverable state,either a or b,both a and b,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,The property in goods passes to the Buyer when the goods put in a deliverable state and the Buyer has notice thereof. Such contract should relate to -,Specific goods in a deliverable state,Specific goods to be put in a deliverable state,Specific goods in a non-deliverable state,Unascertained goods,2,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Section .... of the Sale of Goods Act, deals with cases where though the goods are ascertained and in a deliverable state, something has to be done by the seller for ascertaining the price.",18,20,22,24,3,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Where price is not already ascertained, the property in ............................ passes to the Buyer when the Seller does everything for the purposes of ascertaining the price and the buyer has notice thereof.",Specific goods in a deliverable state,Specific goods to be put in a deliverable state,Specific goods in a non-deliverable state,Unascertained goods,1,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a contract of sale of specific goods in a deliverable state, but the Seller is bound to weigh, measure, test etc. for the purpose of ascertaining the price, the property in goods passes to the Buyer when -",the act or thing (for ascertaining the price) is done by the Seller,the buyer has notice the act or thing has been done,both a and b,either a or b,3,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Section 23 of the Sale of Goods Act, 1930, dealing with appropriation of goods applies to -",Unascertained Goods,Ascertained Goods,Specific Goods,Contingent Goods,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Section 23 of the Sale of Goods Act, applies to a contract for sale of unascertained goods -",by description,by sample,by patent or other trade name,by description and sample,1,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,The property in goods changes to the Buyer when there is a/an ............. of the goods to the contract by the Seller with the assent of the Buyer or by the Buyer with the assent of the Seller.,Conditional Appropriation,Unconditional Appropriation,Consumption,Misappropriation,2,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale of unascertained or future goods by description, when goods of such description are unconditionally appropriated to the contract, by the Seller with assent of the Buyer or by the Buyer with the assent of the Seller, the property passes to the Buyer -",at the time when contract is made,at such time as the parties intend,at the time of appropriation,at the time of obtaining assent,3,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale of unascertained or future goods by description, property passes to the Buyer when goods of such description are unconditionally appropriated to the contract, by the Seller with the assent of the Buyer or by the Buyer with the assent of the Seller. Such assent -",should be expressly given,may be implied from the conduct of parties,may be expressed or implied,shall be presumed by law,3,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale of unascertained or future goods by description, property passes to the Buyer when goods of such description are unconditionally appropriated to the contract, by the Seller with the assent of the Buyer or by the Buyer with the assent of the Seller. Such assent -",should be given before such appropriation,should be given after such appropriation,either a or b,neither a nor b,3,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Where goods are to be delivered in future and the Seller becomes insolvent before any appropriation is made, the property in goods passes to the Buyer and the Buyer acquires interest in the goods",TRUE,Partly True,FALSE,None of the above,3,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Where the terms of a contract of sale of goods are such that by reserving the right of disposal, the Seller commits breach of the contract, and the goods are appropriated to the contract, does not cause the property in goods to pass to the Buyer.",TRUE,Partly True,FALSE,None of the above,1,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Where the Seller delivers goods to the Buyer or Carrier or other Bailee for the purpose of transmission to the Buyer and..................., he is deemed to have unconditionally appropriated the goods to the contract.",reserves the right of disposal,does not reserve the right of disposal,reserves the right of appropriation,does not reserve the right of appropriation,2,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,The Seller is deemed to have unconditionally appropriated the goods to the contract when he -,delivers goods to the Buyer or Carrier/ Bailee for the purpose of transmission to the Buyer,does not reserve the right of disposal,either a or b,both a and b,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,The Seller is deemed to have unconditionally appropriated the goods to the contract when he delivers goods to the Buyer or Carrier or other Bailee for the purpose of ............ ........ and does not reserve the right of disposal.,transmission to the Buyer,transgression to the Buyer,transformation of the Buyer,translocation of the Buyer,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,Delivery of goods to the Carrier for the purpose of transmission to the Buyer automatically means that the property in goods vest in the Buyer.,TRUE,Partly True,FALSE,None of the above,3,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In case of sale on ""sale or return"" or ""approval"" basis, property passes to the Buyer when -",Buyer approves or accepts the goods,Buyer does any act adopting the transaction,"Buyer retains the goods for more than the contract-stipulated time or reasonable time, without giving notice of rejection",All of the above,4,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale on ""approval"" basis, any act of the Buyer exercising domination over the goods, showing anunequivocal intention to buy is called -",adopting the transaction,adapting the transaction,revoking the transaction,rejecting the transaction,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale on ""sale or return"" basis, which of the following cannot be considered as ""adopting thetransaction""",consumption of the goods,giving notice of rejection of goods to Seller,pledging the goods with a Third Party,destroying the goods,2,1,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale on ""approval"" basis, where no time has been fixed for return of goods, property passes to the Buyer when the Buyer, without giving notice of rejection, retains the goods beyond -",questionable time,reasonable time,natural time,controversial time,2,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In a sale on ""approval"" basis, where a time has been fixed for return of goods, property passes to theBuyer when the Buyer, without giving notice of rejection, retains the goods beyond -",contract-specified time,reasonable time,natural time,questionable time,1,1,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In case of sale on ""sale or return"" or ""approval"" basis, property passes to the Buyer when -",Buyer retains the goods for more than the contract-stipulated time,Buyer retains the goods for more than a reasonable time,neither a nor b,either a or b,4,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In case of sale on ""sale or return"" or ""approval"" basis, the term ""Buyer"" signifies a Bailee in possession with option to purchase the goods.",TRUE,Partly True,FALSE,None of the above,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In cases of goods sent on approval basis, the goods are at the...... , if they perish in an inevitable accident.",Buyer's Risk,Seller's Risk,Combined Risk of Buyer and Seller,Carrier's Risk,2,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Section 25 of the Sale of Goods Act, on reservation of right of disposal, deals with -",conditional appropriation of the goods to the contract of sale,unconditional appropriation of the goods to the contract of sale,both a and b,either a or b,1,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"In case of reservation of right of disposal by the Seller, the property in goods passes when -",the contract is made,the goods are appropriated to the contract,the parties intend the property to pass,the conditions specified by the Seller are fulfilled,4,3,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,Seller reserves the right of disposal by specifying conditions to be fulfilled but delivers goods to the Buyer. The property in goods passes to the Buyer -,when the conditions are specified,when the conditions are fulfilled,when delivery of goods is complete,when payment is made by the Buyer,2,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Seller reserves the right of disposal by specifying conditions to be fulfilled but delivers goods to theCarrier/Bailee, for the purpose of transmission to the Buyer. The property in goods -",passes to the Buyer,passes to the Carrier/Bailee,vests with the Seller,vests in the Government,3,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
CA CPT LAW,"Seller reserves the right of disposal by specifying conditions to be fulfilled but delivers goods to the Carrier / Bailee, for the purpose of transmission to the Buyer. The property in goods passes to the Buyer -",when the conditions are fulfilled,when Carrier / Bailee takes delivery from Seller,when Buyer takes delivery from Carrier / Bailee,when payment is made by the Buyer,1,2,SOGA 1930- TRANSFER OF PROPERTY AND RISK IN GOODS,Mercentile Law
